title,ingredients,instructions
Chole Variation 66,"chickpeas, onions, tomatoes, spices, extra spice 8","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 94,"rice, chicken, yogurt, spices, saffron, extra spice 1",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 35,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 50,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 56,"paneer, yogurt, spices, vegetables, extra spice 4",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 17,"chickpeas, onions, tomatoes, spices, extra spice 9","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 51,"rice, chicken, yogurt, spices, saffron, extra spice 5",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 94,"spinach, paneer, onions, tomatoes, spices, extra spice 6",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 78,"chicken, butter, tomatoes, cream, spices, extra spice 2",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 6,"paneer, yogurt, spices, vegetables, extra spice 6",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 9,"chickpeas, onions, tomatoes, spices, extra spice 2","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 45,"rice, chicken, yogurt, spices, saffron, extra spice 5",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 76,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 91,"chicken, butter, tomatoes, cream, spices, extra spice 6",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 47,"paneer, yogurt, spices, vegetables, extra spice 8",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 31,"chickpeas, onions, tomatoes, spices, extra spice 6","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 100,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 6,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 37,"chicken, butter, tomatoes, cream, spices, extra spice 8",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 100,"paneer, yogurt, spices, vegetables, extra spice 8",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 2,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 86,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 38,"spinach, paneer, onions, tomatoes, spices, extra spice 6",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 85,"chicken, butter, tomatoes, cream, spices, extra spice 8",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 12,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 81,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 45,"rice, chicken, yogurt, spices, saffron, extra spice 5",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 29,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 89,"chicken, butter, tomatoes, cream, spices, extra spice 9",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 68,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 37,"chickpeas, onions, tomatoes, spices, extra spice 9","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 44,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 66,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 12,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 38,"paneer, yogurt, spices, vegetables, extra spice 2",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 71,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 27,"rice, chicken, yogurt, spices, saffron, extra spice 7",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 51,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 65,"chicken, butter, tomatoes, cream, spices, extra spice 7",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 39,"paneer, yogurt, spices, vegetables, extra spice 2",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 14,"chickpeas, onions, tomatoes, spices, extra spice 4","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 97,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 87,"spinach, paneer, onions, tomatoes, spices, extra spice 1",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 26,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 27,"paneer, yogurt, spices, vegetables, extra spice 4",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 53,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 42,"rice, chicken, yogurt, spices, saffron, extra spice 2",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 41,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 67,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 32,"paneer, yogurt, spices, vegetables, extra spice 7",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 67,"chickpeas, onions, tomatoes, spices, extra spice 3","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 35,"rice, chicken, yogurt, spices, saffron, extra spice 2",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 82,"spinach, paneer, onions, tomatoes, spices, extra spice 10",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 76,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 71,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 61,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 31,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 86,"spinach, paneer, onions, tomatoes, spices, extra spice 6",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 23,"chicken, butter, tomatoes, cream, spices, extra spice 8",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 5: Enjoy your meal.
Paneer Tikka Variation 32,"paneer, yogurt, spices, vegetables, extra spice 1",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 4: Enjoy your meal.
Chole Variation 6,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 4: Enjoy your meal."
Biryani Variation 30,"rice, chicken, yogurt, spices, saffron, extra spice 10",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 86,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 10: Enjoy your meal.
Butter Chicken Variation 8,"chicken, butter, tomatoes, cream, spices, extra spice 3",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 8: Enjoy your meal.
Paneer Tikka Variation 66,"paneer, yogurt, spices, vegetables, extra spice 9",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 70,"chickpeas, onions, tomatoes, spices, extra spice 7","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 73,"rice, chicken, yogurt, spices, saffron, extra spice 3",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 6: Enjoy your meal.
Palak Paneer Variation 12,"spinach, paneer, onions, tomatoes, spices, extra spice 2",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 53,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 7: Enjoy your meal.
Paneer Tikka Variation 10,"paneer, yogurt, spices, vegetables, extra spice 10",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 5: Enjoy your meal.
Chole Variation 37,"chickpeas, onions, tomatoes, spices, extra spice 5","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 9: Enjoy your meal."
Biryani Variation 36,"rice, chicken, yogurt, spices, saffron, extra spice 6",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 5: Enjoy your meal.
Palak Paneer Variation 25,"spinach, paneer, onions, tomatoes, spices, extra spice 4",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 5: Enjoy your meal.
Butter Chicken Variation 21,"chicken, butter, tomatoes, cream, spices, extra spice 10",1. Marinate chicken. 2. Cook with spices and butter. 3. Add tomatoes and cream. 4. Simmer until done. Step 10: Enjoy your meal.
Paneer Tikka Variation 37,"paneer, yogurt, spices, vegetables, extra spice 3",1. Marinate paneer in yogurt and spices. 2. Skewer with vegetables. 3. Grill until golden. Step 10: Enjoy your meal.
Chole Variation 46,"chickpeas, onions, tomatoes, spices, extra spice 10","1. Soak chickpeas overnight. 2. Cook with onions, tomatoes, and spices. 3. Simmer until thick. Step 5: Enjoy your meal."
Biryani Variation 30,"rice, chicken, yogurt, spices, saffron, extra spice 9",1. Marinate chicken in yogurt and spices. 2. Cook rice with saffron. 3. Layer chicken and rice. 4. Cook on low heat. Step 10: Enjoy your meal.
Palak Paneer Variation 55,"spinach, paneer, onions, tomatoes, spices, extra spice 5",1. Cook spinach and puree. 2. Sauté onions and tomatoes. 3. Add paneer and spinach puree. 4. Simmer until done. Step 6: Enjoy your meal.
